Part No,Description,UPC,ARQOOB SOH,HMV_SOH,VMS-U_SOH,VMS-Q_SOH,Vir_SOH,Retailer SOH,HMV_Cost,VMS-U_Cost,VMS-Q_Cost,Vir (QAR)_Cost,Final_Cost,HMV_Price,VMS-U_Price,VMS-Q_Price,Vir (QAR)_Price,HMV_RRP,VMS-U_RRP,VMS-Q_RRP,Vir (QAR)_RRP,Jan_HMV,Jan_VMS-U,Jan_VMS-Q,Jan_Vir,Jan_Total,Feb_HMV,Feb_VMS-U,Feb_VMS-Q,Feb_Vir,Feb_Total,Mar_HMV,Mar_VMS-U,Mar_VMS-Q,Mar_Vir,Mar_Total,Apr_HMV,Apr_VMS-U,Apr_VMS-Q,Apr_Vir,Apr_Total,May_HMV,May_VMS-U,May_VMS-Q,May_Vir,May_Total,Jun_HMV,Jun_VMS-U,Jun_VMS-Q,Jun_Vir,Jun_Total,Jul_HMV,Jul_VMS-U,Jul_VMS-Q,Jul_Vir,Jul_Total,Month,Weeks
PPALL-AKU02    ,Baseus Mini Cu digital display Power Bank 10000mAh White,6.95316E+12,37,3,11,,1,15,29.74,31.07,,,31.07,81.95,64.5,,81.1305,,139,,149,,1,,,1,,0,,,0,,2,,1,3,,3,,1,4,,7,,0,7,,5,,0,5,0,4,,0,4,6,5
SUCJG9-01      ,Baseus G9 Mobile Game scoring tool Black,6.95316E+12,73,,9,13,10,32,,5.26,5.26,,5.26,,24.5,24.5,37.5705,,49,49,69,,38,,,38,,20,10,,30,,12,6,1,19,,10,5,1,16,,7,5,2,14,,3,4,9,16,,4,2,2,8,7,5
SUCJG9-02      ,Baseus G9 Mobile Game scoring tool White,6.95316E+12,86,,42,23,13,78,,5.26,5.26,,5.26,,24.5,24.5,37.5705,,49,49,69,,36,,,36,,12,11,,23,,14,12,0,26,,16,12,5,33,,23,13,1,37,,31,8,3,42,,21,14,3,38,7,5
SUGENT-XF01    ,Baseus Suspension glass Desktop Bracket Black,6.95316E+12,6,5,21,23,,49,18.21,17.77,17.77,,17.77,54.45,39.5,39.5,,,79,79,,,10,,,10,,8,4,,12,,9,4,,13,,10,7,,17,,18,1,,19,,6,1,,7,0,19,4,,23,7,5
SUGENT-XF0S    ,Baseus Suspension glass Desktop Bracket Silver,6.95316E+12,14,5,17,,,22,17.78,17.78,,,17.78,54.45,39.5,,,,79,,,,11,,,11,,7,,,7,,2,,,2,,9,,,9,,16,,,16,,7,,,7,0,3,,,3,7,5
SGAPIPD-BX02   ,BASEUS 0.3MM ANTI-BLUE LIGHT TEMPERED GLASS FILM TRANSPARENT FOR IPAD PRO 12.9-INCH 3RD GEN                   ,6.95316E+12,177,,1,,,1,,21.8,,,21.8,,44.5,,,,99,,,,2,,,2,,1,,,1,,4,,,4,,4,,,4,,2,,,2,,5,,,5,,4,,,4,7,5
SGAPIPD-CX02   ,BASEUS 0.3MM TEMPERED GLASS FILM TRANSPARENT FOR IPAD PRO 11-INCH                                             ,6.95316E+12,404,,1,4,,5,,14.43,14.43,,14.43,,39.5,39.5,,,79,79,,,7,,,7,,2,8,,10,,4,2,,6,,-1,0,,-1,,0,3,,3,,0,0,,0,,-1,0,,-1,6,5
SGAPIPD-DX02   ,BASEUS 0.3MM ANTI-BLUE LIGHT TEMPERED GLASS FILM TRANSPARENT FOR IPAD PRO 11-INCH                             ,6.95316E+12,171,,2,3,,5,,16.32,16.32,,16.32,,44.5,49.5,,,89,99,,,2,,,2,,0,1,,1,,1,0,,1,,0,1,,1,,0,1,,1,,0,0,,0,,0,0,,0,5,5
WX2IN1-02      ,Baseus Smart 2in1 Wireless Charger White,6.95316E+12,,,31,15,3,49,,41.15,41.15,,41.15,,84.5,89.5,102.9105,,179,179,189,,19,,,19,,4,0,,4,,14,11,0,25,,29,12,0,41,,23,10,0,33,,12,9,0,21,,17,10,0,27,7,5
CCALL-YX01     ,BASEUS Y TYPE DUAL USB+ CAR CHARGER BLACK                                                                     ,6.95316E+12,1,,0,,,0,,11.14,,,11.14,,39.5,,,,79,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
CCALL-YX02     ,BASEUS Y TYPE DUAL USB+ CAR CHARGER WHITE                                                                     ,6.95316E+12,39,,0,,,0,,11.14,,,11.14,,39.5,,,,79,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
ACXUN-02       ,BASEUS AROMA DIFFUSER CREAM WHITE                                                                             ,6.95316E+12,81,,8,,,8,,36.14,,,36.14,,64.5,,,,139,,,,4,,,4,,4,,,4,,4,,,4,,4,,,4,,3,,,3,,4,,,4,,5,,,5,7,5
CAMKLF-C09,Baseus Cafule Cable Durable Nylon Braided Wire USB / micro USB QC3.0 1.5A 2M red-red,6.95316E+12,6,10,,,,10,,,,,0,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0,0,5
CAMKLF-C91,Baseus Cafule Cable Durable Nylon Braided Wire USB / micro USB QC3.0 1.5A 2M black-red,6.95316E+12,18,15,,,18,33,,,,,0,,,,,,,,37,,,,,0,,,,,0,,,,0,0,,,,,0,,,,0,0,,,,0,0,0,,,32,32,1,5
SUCH-01        ,BASEUS XIAOCHUN MAGNETIC CAR PHONE HOLDER BLACK                                                               ,6.95316E+12,7,,0,,,0,,10.26,,,10.26,,24.5,,,,49,,,,1,,,1,,0,,,0,,2,,,2,,0,,,0,,1,,,1,,0,,,0,,0,,,0,3,5
SUCH-02        ,BASEUS XIAOCHUN MAGNETIC CAR PHONE HOLDER SILVER                                                              ,6.95316E+12,66,,0,,,0,,10.2,,,10.2,,24.5,,,,49,,,,1,,,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,1,5
SUBR-A01       ,BASEUS BEAR MAGNETIC CAR BRACKET BLACK                                                                        ,6.95316E+12,,,0,,,0,,0,,,0,,29.5,,,,59,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
SUBR-A08       ,BASEUS BEAR MAGNETIC CAR BRACKET BROWN                                                                        ,6.95316E+12,,,0,,,0,,0,,,0,,29.5,,,,59,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
SUBR-A09       ,BASEUS BEAR MAGNETIC CAR BRACKET RED                                                                          ,6.95316E+12,,,0,,,0,,0,,,0,,29.5,,,,59,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
SUBR-ASG       ,BASEUS BEAR MAGNETIC CAR BRACKET SILVER GRAY                                                                  ,6.95316E+12,,,0,,,0,,0,,,0,,29.5,,,,59,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
SUXUN-BY01     ,BASEUS FRAGRANCE/CAR MOUNT BLACK                                                                              ,6.95316E+12,55,,0,,,0,,12.63,,,12.63,,24.5,,,,49,,,,1,,,1,,0,,,0,,2,,,2,,1,,,1,,0,,,0,,0,,,0,,0,,,0,3,5
SUXUN-BY09     ,BASEUS FRAGRANCE/CAR MOUNT RED                                                                                ,6.95316E+12,70,,0,,,0,,12.62,,,12.62,,24.5,,,,49,,,,2,,,2,,0,,,0,,0,,,0,,0,,,0,,1,,,1,,0,,,0,,0,,,0,2,5
SUXUN-BY0G     ,BASEUS FRAGRANCE/CAR MOUNT GREY                                                                               ,6.95316E+12,64,,0,,,0,,12.62,,,12.62,,24.5,,,,49,,,,2,,,2,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,1,5
CALLG-01       ,Baseus Glowing Data cable USB For Lightning Black,6.95316E+12,22,5,0,,,5,15.69,15.69,,,15.69,43.45,29.5,,,,59,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,0,,,0,0,5
CALLG-09       ,Baseus Glowing Data cable USB For Lightning Red,6.95316E+12,54,5,0,,,5,15.6,15.6,,,15.6,43.45,29.5,,,,59,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,0,,,0,0,5
TZARGS-01      ,BASEUS CASE FOR AIRPODS BLACK                                                                                 ,6.95316E+12,77,,2,5,,7,,7.61,7.61,,7.61,,24.5,24.5,,,49,49,,,14,,,14,,15,8,,23,,11,7,,18,,11,7,,18,,6,10,,16,,1,1,,2,,1,5,,6,7,5
TZARGS-09      ,Baseus Baseus case for Airpods Red,6.95316E+12,24,3,2,14,,19,7.61,7.46,7.46,,7.46,37.95,24.5,24.5,,,49,49,,,9,,,9,,2,8,,10,,3,1,,4,,7,4,,11,,1,2,,3,,1,5,,6,1,0,2,,3,7,5
TZARGS-G2      ,BASEUS CASE FOR AIRPODS GRAY                                                                                  ,6.95316E+12,56,,1,27,,28,,7.61,7.61,,7.61,,24.5,24.5,,,49,49,,,11,,,11,,3,8,,11,,6,2,,8,,3,5,,8,,2,4,,6,,0,4,,4,,1,4,,5,7,5
WXZN-01        ,BASEUS CAR WIRELESS CHARGER SMART VEHICLE BRACKET                                                             ,6.95316E+12,10,,13,20,,33,,51.99,51.99,,51.99,,69.5,74.5,,,149,149,,,6,,,6,,4,4,,8,,15,5,,20,,6,3,,9,,15,6,,21,,9,2,,11,,30,4,,34,7,5
WXXP-01        ,BASEUS WIRELESS CHARGER SUCTION CUP BLACK                                                                     ,6.95316E+12,4,,3,3,,6,,22.19,22.19,,22.19,,44.5,44.5,,,89,89,,,2,,,2,,1,2,,3,,2,4,,6,,0,5,,5,,0,1,,1,,0,0,,0,,0,0,,0,5,5
WXXP-02        ,BASEUS WIRELESS CHARGER SUCTION CUP WHITE                                                                     ,6.95316E+12,5,,1,,,1,,20.91,,,20.91,,44.5,,,,99,,,,1,,,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,1,5
CALEYE-01      ,BASEUS BIG EYE DIGITAL DISPLAY LIGHTNING CABLE BLACK                                                          ,6.95316E+12,,,0,,,0,,14.32,,,14.32,,39.5,,,,79,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
CALEYE-02      ,Baseus Big Eye Digital display Data Cable White,6.95316E+12,,,0,,2,2,,14.32,,,14.32,,39.5,,53.9055,,79,,99,,0,,,0,,0,,,0,,0,,0,0,,0,,0,0,,0,,0,0,,0,,1,1,,0,,0,0,1,5
WIAPIPH58-BE01 ,BASEUS BEAR SILICONE CASE BLACK FOR IPHONE XS                                                                 ,6.95316E+12,4,,0,,,0,,7.84,,,7.84,,24.5,,,,49,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
WIAPIPH58-BE04 ,BASEUS BEAR SILICONE CASE PINK FOR IPHONE XS                                                                  ,6.95316E+12,,,0,,,0,,7.84,,,7.84,,24.5,,,,49,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
WIAPIPH58-BE08 ,BASEUS BEAR SILICONE CASE BROWN FOR IPHONE XS                                                                 ,6.95316E+12,,,0,,,0,,7.84,,,7.84,,24.5,,,,49,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
WIAPIPH61-BE01 ,BASEUS BEAR SILICONE CASE BLACK FOR IPHONE XR                                                                 ,6.95316E+12,56,,0,,,0,,7.84,,,7.84,,24.5,,,,49,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
WIAPIPH61-BE04 ,BASEUS BEAR SILICONE CASE PINK FOR IPHONE XR                                                                  ,6.95316E+12,6,,0,,,0,,7.84,,,7.84,,24.5,,,,49,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
WIAPIPH61-BE08 ,BASEUS BEAR SILICONE CASE BROWN FOR IPHONE XR                                                                 ,6.95316E+12,26,,0,,,0,,7.84,,,7.84,,24.5,,,,49,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
WIAPIPH65-BE01 ,BASEUS BEAR SILICONE CASE BLACK FOR IPHONE XS MAX                                                             ,6.95316E+12,55,,0,,,0,,7.62,,,7.62,,24.5,,,,49,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
WIAPIPH65-BE04 ,BASEUS BEAR SILICONE CASE PINK FOR IPHONE XS MAX                                                              ,6.95316E+12,17,,0,,,0,,7.62,,,7.62,,24.5,,,,49,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
WIAPIPH65-BE08 ,BASEUS BEAR SILICONE CASE BROWN FOR IPHONE XS MAX                                                             ,6.95316E+12,48,,0,,,0,,7.71,,,7.71,,24.5,,,,49,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
LTAPIPD-ASM01  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLACK FOR IPAD PRO 11-INCH                                                ,6.95316E+12,58,,0,,,0,,38.39,,,38.39,,74.5,,,,159,,,,4,,,4,,2,,,2,,0,,,0,,2,,,2,,0,,,0,,0,,,0,,0,,,0,3,5
LTAPIPD-ASM03  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLUE FOR IPAD PRO 11-INCH                                                 ,6.95316E+12,89,,2,10,,12,,38.14,38.14,,38.14,,74.5,79.5,,,159,159,,,2,,,2,,1,4,,5,,0,0,,0,,0,3,,3,,0,0,,0,,0,0,,0,,0,1,,1,4,5
LTAPIPD-BSM01  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLACK FOR IPAD PRO 12.9-INCH 3RD GEN                                      ,6.95316E+12,20,,0,,,0,,44.2,,,44.2,,89.5,,,,189,,,,3,,,3,,2,,,2,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,2,5
LTAPIPD-BSM03  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLUE FOR IPAD PRO 12.9-INCH 3RD GEN                                       ,6.95316E+12,140,,0,,,0,,44.34,,,44.34,,89.5,,,,189,,,,7,,,7,,0,,,0,,1,,,1,,0,,,0,,1,,,1,,0,,,0,,0,,,0,3,5
NGH08-01       ,BASEUS H08 BLACK IMMERSIVE VIRTUAL 3D GAMING IN-EAR EARPHONES                                                 ,6.95316E+12,7,,4,7,,11,,76,76,,76,,140,144.5,,,289,289,,,23,,,23,,5,3,,8,,9,6,,15,,9,0,,9,,6,1,,7,,6,1,,7,,3,2,,5,7,5
NGH08-2G       ,BASEUS H08 WHITE/GREY IMMERSIVE VIRTUAL 3D GAMING IN-EAR EARPHONES                                            ,6.95316E+12,8,,3,,,3,,76,,,76,,140,,,,289,,,,14,,,14,,9,,,9,,5,,,5,,2,,,2,,3,,,3,,0,,,0,,0,,,0,5,5
CATL41-01      ,BASEUS TYPE-C TO 3.5MM AUDIO CHARGING ADAPTER BLACK                                                           ,6.95316E+12,36,,0,14,,14,,9.9,9.9,,9.9,,29.5,34.5,,,62,69,,,,,,0,,,,,0,,,,,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,1,,1,1,5
SUGENT-ZN01    ,BASEUS SMART CAR MOUNT CELL PHONE HOLDER BLACK                                                                ,6.95316E+12,32,,0,,,0,,34.57,,,34.57,,69.5,,,,149,,,,4,,,4,,1,,,1,,1,,,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,3,5
SUGENT-ZN03    ,BASEUS SMART CAR MOUNT PHONE HOLDER BLUE                                                                      ,6.95316E+12,34,,0,,,0,,34.52,,,34.52,,69.5,,,,149,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
SUGENT-ZN0S    ,BASEUS SMART CAR MOUNT PHONE HOLDER SILVER                                                                    ,6.95316E+12,47,,0,,,0,,34.52,,,34.52,,69.5,,,,149,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
ACAPIPH58-BJ01,Baseus Continuous Backpack Power Bank 4000mAh Black iPhone X/,6.95316E+12,40,5,,,,5,37.73,,,,37.73,92.95,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0,0,5
ACSR-XJ09      ,Baseus Adapter X-Men Audio Radiator Red/Black,6.95316E+12,21,4,0,,5,9,23.46,23.46,,,23.46,65.45,49.5,,64.7955,,99,,119,,4,,,4,,1,,,1,,4,,0,4,,1,,0,1,,0,,0,0,1,0,,0,1,0,0,,0,0,5,5
ACSR-XJ0A      ,BASEUS ADAPTER X-MEN AUDIO RADIATOR BLACK                                                                     ,6.95316E+12,41,,0,,,0,,23.46,,,23.46,,49.5,,,,99,,,,4,,,4,,2,,,2,,1,,,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,3,5
WIAPPOD-01     ,Baseus wireless charger for Airpods Black,6.95316E+12,4,3,15,13,,31,16.91,17.33,17.33,,17.33,59.95,44.5,49.5,,,99,99,,,29,,,29,,15,10,,25,,16,17,,33,,18,17,,35,,15,6,,21,1,9,7,,17,0,1,8,,9,7,5
WIAPPOD-09     ,BASEUS PROTECTIVE CASE/WIRELESS CHARGER RED FOR AIRPODS                                                       ,6.95316E+12,,,8,9,,17,,17.33,17.33,,17.33,,44.5,49.5,,,99,99,,,12,,,12,,10,6,,16,,8,8,,16,,12,6,,18,,5,2,,7,,1,3,,4,,4,4,,8,7,5
ACHDCJ-01      ,Baseus Holder Red-Dot Mobile Game Scoring Tool Black,6.95316E+12,330,2,34,25,3,64,6.52,5.26,5.26,,5.26,37.95,24.5,24.5,37.5705,,49,49,69,,82,,,82,,36,18,,54,,40,21,1,62,,33,14,3,50,,33,22,4,59,3,25,19,3,50,0,9,16,1,26,7,5
ACHDCJ-02      ,Baseus Holder Red-Dot Mobile Game Scoring Tool Transparent,6.95316E+12,,1,42,38,,81,6.52,5.39,5.39,,5.39,37.95,24.5,24.5,,,49,49,,,67,,,67,,37,25,,62,,33,14,,47,,37,11,,48,,36,11,,47,3,15,2,,20,2,21,17,,40,7,5
,Baseus Mini Q Light and Portable 10000mAh Black,6.95316E+12,35,,,,0,0,,,,,0,,,,75.6855,,,,139,,,,,0,,,,,0,,,,4,4,,,,1,1,,,,0,0,,,,0,0,,,,0,0,2,5
,Baseus Mini Q Light and Portable 10000mAh White,6.95316E+12,,,,,0,0,,,,,0,,,,75.6855,,,,139,,,,,0,,,,,0,,,,2,2,,,,3,3,,,,0,0,,,,0,0,,,,0,0,2,5
CALL50-01,Baseus iP Male to iP & 3.5mm Female Adapter L50 Black,6.95316E+12,,1,,,,1,51.31,,,,51.31,81.95,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,1,,,,1,,,,,0,2,,,,2,2,5
CALL50S-01,Baseus iP Male to iP & 3.5mm Female Adapter L50S Black,6.95316E+12,5,4,,,,4,51.31,,,,51.31,81.95,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,,,,1,0,,,,0,1,5
CAHUB-F01      ,Baseus round box HUB adapter ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,6.95316E+12,36,3,2,,,5,12.71,12.71,,,12.71,48.95,29.5,,,,59,,,,1,,,1,,3,,,3,,1,,,1,,2,,,2,,0,,,0,,1,,,1,0,0,,,0,5,5
CAHUB-F02      ,Baseus round box HUB adapter ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,6.95316E+12,13,1,0,,,1,12.31,12.31,,,12.31,48.95,29.5,,,,59,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,1,0,,,1,0,0,,,0,1,5
CAHUB-G01      ,BASEUS ROUND BOX TYPE-C HUB ADAPTER BLACK                                                                     ,6.95316E+12,27,,1,,,1,,12.71,,,12.71,,29.5,,,,59,,,,0,,,0,,1,,,1,,4,,,4,,3,,,3,,2,,,2,,2,,,2,,0,,,0,5,5
ACPCL-01       ,Baseus Golden Cudgel Capacitive Stylus Pen Black,6.95316E+12,32,0,19,36,5,60,14.58,14.47,14.47,,14.47,43.45,29.5,29.5,43.0155,,59,59,79,,12,,,12,,9,14,,23,,18,15,0,33,,18,15,0,33,1,15,13,0,29,1,7,6,0,14,2,8,4,0,14,7,5
ACPCL-0S,Baseus Golden Cudgel Capacitive Stylus Pen Silver,6.95316E+12,15,0,,,5,5,14.58,,,,14.58,43.45,,,43.0155,,,,79,,,,,0,,,,,0,,,,0,0,,,,0,0,,,,0,0,2,,,0,2,2,,,0,2,2,5
ACSLCJ-01      ,Baseus grenade handle for games Black,6.95316E+12,1,8,53,25,,86,9.28,9.31,9.31,,9.31,37.95,24.5,24.5,,,49,49,,,55,,,55,,26,17,,43,,36,26,,62,,39,14,,53,1,44,19,,64,2,52,26,,80,2,51,23,,76,7,5
ACSLCJ-06      ,Baseus grenade handle for games Army green,6.95316E+12,14,12,38,28,1,79,9.51,9.51,9.51,,9.51,37.95,24.5,24.5,37.5705,,49,49,69,,89,,,89,,35,11,,46,,30,16,7,53,,29,10,5,44,1,31,20,1,53,,38,10,6,54,2,25,16,0,43,7,5
CATSR-01       ,BASEUS FISH-EYE SPRING TYPE-C 2A CABLE 1M BLACK                                                               ,6.95316E+12,143,,12,12,,24,,8.43,8.43,,8.43,,30,35,,,59,69,,,,,,0,,,,,0,,,,,0,,,,,0,,5,0,,5,,5,5,,10,,4,8,,12,3,5
CATSR-09       ,BASEUS FISH-EYE SPRING TYPE-C 2A CABLE 1M RED                                                                 ,6.95316E+12,95,,15,23,,38,,8.43,8.43,,8.43,,30,35,,,29,69,,,,,,0,,,,,0,,,,,0,,,,,0,,2,0,,2,,6,1,,7,,10,1,,11,3,5
WIAPIPH58-ASL01,BASEUS ORIGINAL LSR CASE BLACK FOR IPHONE XS                                                                  ,6.95316E+12,40,,4,,,4,,11.7,,,11.7,,34.5,,,,69,,,,16,,,16,,18,,,18,,24,,,24,,26,,,26,,17,,,17,,4,,,4,,1,,,1,7,5
WIAPIPH58-ASL03,BASEUS ORIGINAL LSR CASE LIGHT AQUA MARINE FOR IPHONE XS                                                      ,6.95316E+12,,,6,5,,11,,12.38,12.38,,12.38,,34.5,34.5,,,69,69,,,15,,,15,,7,1,,8,,9,2,,11,,11,4,,15,,8,4,,12,,5,7,,12,,7,0,,7,7,5
WIAPIPH58-ASL04,BASEUS ORIGINAL LSR CASE PINK FOR IPHONE XS                                                                   ,6.95316E+12,3,,2,0,,2,,12.68,12.68,,12.68,,34.5,34.5,,,69,69,,,16,,,16,,5,12,,17,,15,4,,19,,12,14,,26,,13,6,,19,,2,0,,2,,1,0,,1,7,5
WIAPIPH58-ASL09,BASEUS ORIGINAL LSR CASE RED FOR IPHONE XS                                                                    ,6.95316E+12,26,,3,,,3,,12.38,,,12.38,,34.5,,,,69,,,,10,,,10,,5,,,5,,9,,,9,,5,,,5,,3,,,3,,3,,,3,,7,,,7,7,5
WIAPIPH65-ASL01,BASEUS ORIGINAL LSR CASE BLACK FOR IPHONE XS MAX                                                              ,6.95316E+12,47,,6,,,6,,11.99,,,11.99,,34.5,,,,69,,,,11,,,11,,12,,,12,,11,,,11,,8,,,8,,9,,,9,,8,,,8,,2,,,2,7,5
WIAPIPH65-ASL03,BASEUS ORIGINAL LSR CASE LIGHT AQUA MARINE FOR IPHONE XS MAX                                                  ,6.95316E+12,60,,1,,,1,,11.99,,,11.99,,34.5,,,,69,,,,3,,,3,,5,,,5,,1,,,1,,3,,,3,,1,,,1,,0,,,0,,1,,,1,6,5
WIAPIPH65-ASL04,BASEUS ORIGINAL LSR CASE PINK FOR IPHONE XS MAX                                                               ,6.95316E+12,33,,0,,,0,,11.99,,,11.99,,34.5,,,,69,,,,5,,,5,,4,,,4,,2,,,2,,4,,,4,,3,,,3,,0,,,0,,0,,,0,5,5
WIAPIPH65-ASL09,BASEUS ORIGINAL LSR CASE RED FOR IPHONE XS MAX                                                                ,6.95316E+12,51,,0,,,0,,11.99,,,11.99,,34.5,,,,69,,,,2,,,2,,3,,,3,,6,,,6,,0,,,0,,0,,,0,,0,,,0,,0,,,0,3,5
WXZN-B01       ,BASEUS SMART VEHICLE BRACKET WIRELESS CHARGER WITH INFRARED SENSOR BLACK                                      ,6.95316E+12,3,,19,12,,31,,52.61,52.61,,52.61,,99.5,104.5,,,209,209,,,,,,0,,,,,0,,,,,0,,1,0,,1,,10,0,,10,,11,0,,11,,12,2,,14,4,5
CAHUB-K0G      ,BASEUS HARMONICA 5-IN-1 HUB ADAPTER GREY                                                                      ,6.95316E+12,,,0,,,0,,0,,,0,,74.5,,,,159,,,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,5
CATKC-A01      ,BASEUS DOUBLE FAST CHARGING TYPE-C CABLE 1M BLACK                                                             ,6.95316E+12,46,,17,,,17,,7.27,,,7.27,,29.5,,,,59,,,,1,,,1,,3,,,3,,11,,,11,,3,,,3,,11,,,11,,7,,,7,,8,,,8,7,5
CATKC-A09      ,BASEUS DOUBLE FAST CHARGING TYPE-C CABLE 1M RED                                                               ,6.95316E+12,44,,10,,,10,,7.27,,,7.27,,29.5,,,,59,,,,10,,,10,,3,,,3,,5,,,5,,1,,,1,,4,,,4,,7,,,7,,3,,,3,7,5
SUJG-ALR01,Baseus New Neck-Mounted Lazy Bracket Black,6.95316E+12,1,2,,,,2,15.04,,,,15.04,48.95,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,,,,1,1,5
SUDYZP-D1V     ,BASEUS FULLY FOLDING SELFIE STICK BLACK/GOLD                                                                  ,6.95316E+12,,,0,0,,0,,45.32,45.32,,45.32,,74.5,79.5,,,159,159,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,0,0,,0,0,5
SUDYZP-D1S     ,BASEUS FULLY FOLDING SELFIE STICK BLACK/SLIVER                                                                ,6.95316E+12,,,52,13,,65,,45.32,45.32,,45.32,,74.5,79.5,,,159,159,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,11,9,,20,1,5
SUDYZP-D19     ,BASEUS FULLY FOLDING SELFIE STICK BLACK/RED                                                                   ,6.95316E+12,,,0,0,,0,,45.32,45.32,,45.32,,74.5,79.5,,,159,159,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,0,0,,0,,0,0,,0,0,5
PPALL-MY01,Baseus Mu Light Power Bank 2000mAh with Voltage/Power Display P,6.95316E+12,,5,,,,5,61.89,,,,61.89,147.95,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,,,,0,0,5
SUCJLF-01      ,Baseus winner cooling heat sink Black,6.95316E+12,143,1,23,15,,39,20.64,21.04,21.04,,21.04,65.45,44.5,49.5,,,99,99,,,27,,,27,,10,4,,14,,7,7,,14,,23,5,,28,,10,9,,19,3,15,7,,25,0,21,7,,28,7,5
CATYW-B01      ,BASEUS ARTISTIC STRIPED TYPE-C 3A CABLE 5M BLACK                                                              ,6.95316E+12,73,,26,24,,50,,14.39,14.39,,14.39,,40,45,,,79,89,,,,,,0,,,,,0,,,,,0,,,,,0,,5,0,,5,,10,2,,12,,8,0,,8,3,5
